Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:0042771)	1/19	0.013222334171232074	0.06256623508633251	0	0	85.33333333333333	369.13902050225767	EP300
Cellular Response To Lectin (GO:1990858)	1/19	0.013222334171232074	0.06256623508633251	0	0	85.33333333333333	369.13902050225767	EP300
DNA Methylation (GO:0006306)	1/20	0.013913731760820029	0.06256623508633251	0	0	80.83805668016194	345.57291333057793	ATRX
Positive Regulation Of Smoothened Signaling Pathway (GO:0045880)	1/21	0.014604679593987663	0.06256623508633251	0	0	76.79230769230769	324.5560291468294	EVC
Positive Regulation Of Transcription Regulatory Region DNA Binding (GO:2000679)	1/21	0.014604679593987663	0.06256623508633251	0	0	76.79230769230769	324.5560291468294	EP300
Chromatin Organization (GO:0006325)	2/268	0.014638762994623262	0.06256623508633251	0	0	12.355889724310776	52.192294701212354	HIRA;ATRX
Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033143)	1/22	0.01529517792933681	0.06256623508633251	0	0	73.13186813186813	305.7071272789262	EP300
Positive Regulation Of mRNA Splicing, Via Spliceosome (GO:0048026)	1/23	0.015985227036696047	0.06256623508633251	0	0	69.8041958041958	288.7164567086745	THRAP3
Positive Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903846)	1/24	0.016674827177981324	0.06256623508633251	0	0	66.76588628762542	273.32986083800455	EP300
Positive Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030511)	1/24	0.016674827177981324	0.06256623508633251	0	0	66.76588628762542	273.32986083800455	EP300
Regulation Of Synapse Organization (GO:0050807)	1/25	0.017363978615388416	0.06256623508633251	0	0	63.98076923076923	259.3369252570107	CDKL5
Regulation Of Postsynapse Organization (GO:0099175)	1/25	0.017363978615388416	0.06256623508633251	0	0	63.98076923076923	259.3369252570107	CDKL5
Histone H3-K4 Methylation (GO:0051568)	1/26	0.01805268161758667	0.06256623508633251	0	0	61.418461538461536	246.562020931719	BOD1L1
Regulation Of Androgen Receptor Signaling Pathway (GO:0060765)	1/27	0.018740936449241897	0.06256623508633251	0	0	59.053254437869825	234.8574522333829	EP300
Regulation Of Chemotaxis (GO:0050920)	1/28	0.01942874337764288	0.06256623508633251	0	0	56.863247863247864	224.09815604285276	MYCBP2
Positive Regulation Of Protein Import Into Nucleus (GO:0042307)	1/28	0.01942874337764288	0.06256623508633251	0	0	56.863247863247864	224.09815604285276	EP300
Positive Regulation Of mRNA Processing (GO:0050685)	1/28	0.01942874337764288	0.06256623508633251	0	0	56.863247863247864	224.09815604285276	THRAP3
Protein Acetylation (GO:0006473)	1/29	0.02011610266484507	0.06256623508633251	0	0	54.82967032967033	214.17755847607222	EP300
Regulation Of Developmental Growth (GO:0048638)	1/29	0.02011610266484507	0.06256623508633251	0	0	54.82967032967033	214.17755847607222	MYCBP2
Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220)	1/30	0.02080301457834001	0.06256623508633251	0	0	52.93633952254642	205.00430545239047	EP300
Negative Regulation Of Carbohydrate Metabolic Process (GO:0045912)	1/30	0.02080301457834001	0.06256623508633251	0	0	52.93633952254642	205.00430545239047	EP300
Regulation Of Dendrite Morphogenesis (GO:0048814)	1/31	0.02148947938555657	0.06256623508633251	0	0	51.16923076923077	196.4996601316088	CDKL5
Regulation Of Gluconeogenesis (GO:0006111)	1/31	0.02148947938555657	0.06256623508633251	0	0	51.16923076923077	196.4996601316088	EP300
Histone Lysine Methylation (GO:0034968)	1/32	0.022175497351954617	0.06256623508633251	0	0	49.516129032258064	188.59541419671353	BOD1L1
Negative Regulation Of Small Molecule Metabolic Process (GO:0062014)	1/33	0.022861068741375043	0.06256623508633251	0	0	47.96634615384615	181.23219876999113	EP300
Positive Regulation Of Chromosome Organization (GO:2001252)	1/33	0.022861068741375043	0.06256623508633251	0	0	47.96634615384615	181.23219876999113	ATRX
Signal Transduction By P53 Class Mediator (GO:0072331)	1/33	0.022861068741375043	0.06256623508633251	0	0	47.96634615384615	181.23219876999113	ATRX
Response To Estrogen (GO:0043627)	1/34	0.023546193825120534	0.06256623508633251	0	0	46.51048951048951	174.35810878919273	EP300
Transcription Initiation-Coupled Chromatin Remodeling (GO:0045815)	1/34	0.023546193825120534	0.06256623508633251	0	0	46.51048951048951	174.35810878919273	EP300
Regulation Of Axon Extension (GO:0030516)	1/35	0.02423087286505986	0.06256623508633251	0	0	45.14027149321267	167.92757529985917	CDKL5
Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:0072332)	1/35	0.02423087286505986	0.06256623508633251	0	0	45.14027149321267	167.92757529985917	EP300
Positive Regulation Of RNA Splicing (GO:0033120)	1/36	0.024915106126970902	0.06256623508633251	0	0	43.848351648351645	161.9004351330391	THRAP3
Protein Destabilization (GO:0031648)	1/36	0.024915106126970902	0.06256623508633251	0	0	43.848351648351645	161.9004351330391	EP300
DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0030330)	1/36	0.024915106126970902	0.06256623508633251	0	0	43.848351648351645	161.9004351330391	ATRX
Regulation Of Trans-Synaptic Signaling (GO:0099177)	1/36	0.024915106126970902	0.06256623508633251	0	0	43.848351648351645	161.9004351330391	CDKL5
Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)	3/938	0.025402446116021472	0.06256623508633251	0	0	5.556927564414195	20.41009374153603	THRAP3;ATRX;EP300
Protein Acylation (GO:0043543)	1/37	0.025598893875467085	0.06256623508633251	0	0	42.62820512820513	156.2411590204543	EP300
Positive Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046427)	1/37	0.025598893875467085	0.06256623508633251	0	0	42.62820512820513	156.2411590204543	EP300
Positive Regulation Of Receptor Signaling Pathway Via STAT (GO:1904894)	1/37	0.025598893875467085	0.06256623508633251	0	0	42.62820512820513	156.2411590204543	EP300
RNA Stabilization (GO:0043489)	1/37	0.025598893875467085	0.06256623508633251	0	0	42.62820512820513	156.2411590204543	THRAP3
Regulation Of Protein Import Into Nucleus (GO:0042306)	1/38	0.026282236384327425	0.06256623508633251	0	0	41.474012474012476	150.91820759135345	EP300
Positive Regulation Of Axonogenesis (GO:0050772)	1/38	0.026282236384327425	0.06256623508633251	0	0	41.474012474012476	150.91820759135345	CDKL5
Regulation Of Telomere Maintenance (GO:0032204)	1/38	0.026282236384327425	0.06256623508633251	0	0	41.474012474012476	150.91820759135345	ATRX
Internal Peptidyl-Lysine Acetylation (GO:0018393)	1/39	0.026965133912219295	0.06256623508633251	0	0	40.38056680161943	145.90349135778567	EP300
Protein Localization To Chromosome (GO:0034502)	1/40	0.027647586728505463	0.06256623508633251	0	0	39.34319526627219	141.17191556098328	ATRX
Regulation Of Small Molecule Metabolic Process (GO:0062012)	1/40	0.027647586728505463	0.06256623508633251	0	0	39.34319526627219	141.17191556098328	EP300
Regulation Of Glycolytic Process (GO:0006110)	1/40	0.027647586728505463	0.06256623508633251	0	0	39.34319526627219	141.17191556098328	EP300
Regulation Of Dendrite Development (GO:0050773)	1/41	0.02832959509733448	0.06256623508633251	0	0	38.35769230769231	136.70099489654157	CDKL5
Negative Regulation Of mRNA Catabolic Process (GO:1902373)	1/41	0.02832959509733448	0.06256623508633251	0	0	38.35769230769231	136.70099489654157	THRAP3
DNA Damage Response (GO:0006974)	2/384	0.0287292685998495	0.06256623508633251	0	0	8.55322862129145	30.362583372793623	BOD1L1;ATRX
Modulation By Host Of Symbiont Process (GO:0051851)	1/42	0.02901115928584133	0.06256623508633251	0	0	37.4202626641651	132.4705258751648	EP300
mRNA Catabolic Process (GO:0006402)	1/43	0.029692279563515972	0.06327283383177808	0	0	36.527472527472526	128.46230708138887	THRAP3
Positive Regulation Of Nucleocytoplasmic Transport (GO:0046824)	1/44	0.030372956185516903	0.0639618724377356	0	0	35.67620751341681	124.65989939397582	EP300
Regulation Of Cellular Metabolic Process (GO:0031323)	1/45	0.03105318942430504	0.06463396403430934	0	0	34.86363636363637	121.04841961551217	EP300
Regulation Of Signal Transduction By P53 Class Mediator (GO:1901796)	1/47	0.03241232681773892	0.06668743103879618	0	0	33.34448160535117	114.34544554475478	EP300
Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:0008630)	1/49	0.03376969386509401	0.06731714892493539	0	0	31.951923076923077	108.25923449477123	EP300
Regulation Of Mitochondrion Organization (GO:0010821)	1/50	0.034447714169871156	0.06731714892493539	0	0	31.298273155416013	105.4223689491126	EP300
Positive Regulation Of Developmental Growth (GO:0048639)	1/50	0.034447714169871156	0.06731714892493539	0	0	31.298273155416013	105.4223689491126	CDKL5
Regulation Of Smoothened Signaling Pathway (GO:0008589)	1/51	0.035125292681812	0.06731714892493539	0	0	30.67076923076923	102.71130924814014	EVC
Regulation Of Synapse Assembly (GO:0051963)	1/51	0.035125292681812	0.06731714892493539	0	0	30.67076923076923	102.71130924814014	MYCBP2
Positive Regulation Of Telomere Maintenance (GO:0032206)	1/52	0.03580242966944604	0.06731714892493539	0	0	30.06787330316742	100.11818602041404	ATRX
mRNA Stabilization (GO:0048255)	1/53	0.036479125395076716	0.06731714892493539	0	0	29.488165680473372	97.63576151436209	THRAP3
Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046425)	1/53	0.036479125395076716	0.06731714892493539	0	0	29.488165680473372	97.63576151436209	EP300
Regulation Of Alternative mRNA Splicing, Via Spliceosome (GO:0000381)	1/53	0.036479125395076716	0.06731714892493539	0	0	29.488165680473372	97.63576151436209	THRAP3
Positive Regulation Of NIK/NF-kappaB Signaling (GO:1901224)	1/53	0.036479125395076716	0.06731714892493539	0	0	29.488165680473372	97.63576151436209	EP300
Neuron Migration (GO:0001764)	1/55	0.037831194118660955	0.06909983415551338	0	0	28.39316239316239	92.97685364985718	CDKL5
Regulation Of DNA-templated Transcription (GO:0006355)	4/1922	0.038831043680390996	0.070134886733935	0	0	3.768091762252346	12.240778942805552	HIRA;THRAP3;ATRX;EP300
Signal Transduction In Response To DNA Damage (GO:0042770)	1/57	0.03918150096867877	0.070134886733935	0	0	27.376373626373628	88.68714644738452	ATRX
Muscle Organ Development (GO:0007517)	1/58	0.039855994355866974	0.07063587118515038	0	0	26.894736842105264	86.66781779581883	EVC
Negative Regulation Of Protein-Containing Complex Assembly (GO:0031333)	1/59	0.04053004806447805	0.07091784194867234	0	0	26.42970822281167	84.7260236205579	EP300
Histone Acetylation (GO:0016573)	1/60	0.0412036623612398	0.07091784194867234	0	0	25.980443285528033	82.85756066816143	EP300
protein-DNA Complex Organization (GO:0071824)	1/60	0.0412036623612398	0.07091784194867234	0	0	25.980443285528033	82.85756066816143	ATRX
Fat Cell Differentiation (GO:0045444)	1/62	0.04254957378370724	0.07230574752819362	0	0	25.12610340479193	79.32525524448647	EP300
Telomere Organization (GO:0032200)	1/63	0.043221871427467695	0.07230574752819362	0	0	24.719602977667495	77.65437409472437	ATRX
Regulation Of Cellular Catabolic Process (GO:0031329)	1/63	0.043221871427467695	0.07230574752819362	0	0	24.719602977667495	77.65437409472437	EP300
Cellular Response To Light Stimulus (GO:0071482)	1/65	0.04456515191829398	0.07386261290161687	0	0	23.94471153846154	74.4872822237409	EP300
Regulation Of Transcription By RNA Polymerase II (GO:0006357)	4/2028	0.04605275867849009	0.07562792480229107	0	0	3.549802371541502	10.926176728317953	HIRA;THRAP3;ATRX;EP300
Protein K48-linked Ubiquitination (GO:0070936)	1/70	0.04791569572777685	0.0779719048661096	0	0	22.204013377926422	67.46272365268403	MYCBP2
Regulation Of Cilium Assembly (GO:1902017)	1/71	0.04858449389017961	0.07834796762470406	0	0	21.885714285714286	66.19226727807713	CDKL5
Positive Regulation Of Protein Localization To Nucleus (GO:1900182)	1/72	0.04925285580043781	0.07871661775248544	0	0	21.57638136511376	64.9619085278147	EP300
Regulation Of mRNA Stability (GO:0043488)	1/74	0.05058827191294091	0.07978003016441157	0	0	20.98314014752371	62.6144353100612	THRAP3
Positive Regulation Of Neurogenesis (GO:0050769)	1/75	0.051255326641940394	0.07978003016441157	0	0	20.698544698544698	61.494046042978006	CDKL5
Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120032)	1/75	0.051255326641940394	0.07978003016441157	0	0	20.698544698544698	61.494046042978006	CDKL5
Positive Regulation Of DNA-templated Transcription (GO:0045893)	3/1243	0.05209466328976888	0.08038745455921233	0	0	4.123020527859238	12.182258934033172	THRAP3;ATRX;EP300
Positive Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903322)	1/79	0.05391919613024895	0.08110534543961817	0	0	19.633136094674555	57.334033233451834	MYCBP2
Cellular Response To UV (GO:0034644)	1/79	0.05391919613024895	0.08110534543961817	0	0	19.633136094674555	57.334033233451834	EP300
Negative Regulation Of Cellular Component Organization (GO:0051129)	1/79	0.05391919613024895	0.08110534543961817	0	0	19.633136094674555	57.334033233451834	EP300
Regulation Of Organelle Assembly (GO:1902115)	1/80	0.0545840774557414	0.08142124887148092	0	0	19.383641674780915	56.36788314936266	CDKL5
Histone Modification (GO:0016570)	1/81	0.055248524880398144	0.08167036546080687	0	0	19.140384615384615	55.42890084307133	EP300
Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)	2/557	0.056477259028597945	0.08167036546080687	0	0	5.835135135135135	16.769695327929515	THRAP3;EP300
Epigenetic Regulation Of Gene Expression (GO:0040029)	1/83	0.05657611909016789	0.08167036546080687	0	0	18.671669793621014	53.628178220195004	EP300
Regulation Of NIK/NF-kappaB Signaling (GO:1901222)	1/83	0.05657611909016789	0.08167036546080687	0	0	18.671669793621014	53.628178220195004	EP300
Positive Regulation Of Protein Ubiquitination (GO:0031398)	1/84	0.057239266387404106	0.08196662946676267	0	0	18.44578313253012	52.764441934672654	MYCBP2
Nuclear-Transcribed mRNA Catabolic Process (GO:0000956)	1/85	0.057901980842456284	0.08225757595872758	0	0	18.225274725274726	51.92387482596371	THRAP3
Positive Regulation Of Neuron Projection Development (GO:0010976)	1/92	0.06252888400611405	0.08813126170940483	0	0	16.817413355874894	46.620000334774936	EP300
Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)	1/94	0.0638469754894786	0.0885938652140827	0	0	16.45409429280397	45.269591284815306	THRAP3
Peptidyl-Lysine Modification (GO:0018205)	1/94	0.0638469754894786	0.0885938652140827	0	0	16.45409429280397	45.269591284815306	EP300
Positive Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090100)	1/95	0.06450537572510896	0.08881894042149618	0	0	16.27823240589198	44.61874431787271	EP300
Response To UV (GO:0009411)	1/100	0.0677909321684321	0.09192861256173747	0	0	15.452214452214452	41.58695944336839	EP300
Regulation Of Organelle Organization (GO:0033043)	1/100	0.0677909321684321	0.09192861256173747	0	0	15.452214452214452	41.58695944336839	EP300
Positive Regulation Of Cell Growth (GO:0030307)	1/106	0.07171945564755952	0.09652468090912147	0	0	14.564835164835165	38.37824191326997	CDKL5
Regulation Of Cellular Response To Stress (GO:0080135)	1/107	0.07237271302138136	0.09667698231960645	0	0	14.426705370101596	37.88345989762488	EP300
Positive Regulation Of DNA Metabolic Process (GO:0051054)	1/108	0.07302554351035095	0.09682646139520608	0	0	14.291157440690151	37.39918712739953	ATRX
Double-Strand Break Repair Via Homologous Recombination (GO:0000724)	1/111	0.07498147617408504	0.09796849806687025	0	0	13.8993006993007	36.00633555775069	ATRX
Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015)	1/111	0.07498147617408504	0.09796849806687025	0	0	13.8993006993007	36.00633555775069	EP300
Regulation Of Protein Ubiquitination (GO:0031396)	1/113	0.0762833015257954	0.09894718096461867	0	0	13.649725274725276	35.124854668215484	MYCBP2
Positive Regulation Of Cell Cycle Process (GO:0090068)	1/118	0.07953042574340898	0.10241687919474969	0	0	13.063116370808679	33.07078940821261	ATRX
Regulation Of Protein-Containing Complex Assembly (GO:0043254)	1/119	0.0801785773482284	0.10251403818094917	0	0	12.951760104302478	32.683752572491365	EP300
Modulation Of Chemical Synaptic Transmission (GO:0050804)	1/123	0.0827669482026598	0.10507293424309293	0	0	12.524590163934427	31.207852882207167	CDKL5
Neuron Projection Guidance (GO:0097485)	1/124	0.08341298327902275	0.10514735216158502	0	0	12.422138836772984	30.855987998406988	MYCBP2
Positive Regulation Of Intracellular Protein Transport (GO:0090316)	1/126	0.08470378610994247	0.10602781617957834	0	0	12.222153846153846	30.171547606030725	EP300
Negative Regulation Of Cellular Biosynthetic Process (GO:0031327)	1/137	0.09177308130260607	0.11407903856365616	0	0	11.22737556561086	26.815870864611973	EP300
Axon Guidance (GO:0007411)	1/149	0.09942719702960191	0.12190046759108727	0	0	10.31081081081081	23.800749699495004	MYCBP2
Skeletal System Development (GO:0001501)	1/149	0.09942719702960191	0.12190046759108727	0	0	10.31081081081081	23.800749699495004	EVC
Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092)	1/152	0.10133134438283466	0.12338986833011839	0	0	10.10443199184921	23.1326773144184	EP300
Protein Autophosphorylation (GO:0046777)	1/162	0.10765153607985092	0.130200168637117	0	0	9.472049689440993	21.111832756245473	CDKL5
Generation Of Neurons (GO:0048699)	1/172	0.11393043330489243	0.13686944672198487	0	0	8.913630229419702	19.361895672082163	CDKL5
Positive Regulation Of Hydrolase Activity (GO:0051345)	1/176	0.1164304855956951	0.1389403794775295	0	0	8.708131868131868	18.726496870074865	CDKL5
Axonogenesis (GO:0007409)	1/188	0.12389139769145668	0.14686463699848176	0	0	8.144385026737968	17.008325836994665	MYCBP2
Protein Stabilization (GO:0050821)	1/208	0.13619638203416756	0.16038916042181575	0	0	7.350055741360089	14.653493381130971	EP300
mRNA Processing (GO:0006397)	1/214	0.13985646388250858	0.16256043529200676	0	0	7.140845070422535	14.047032262362464	RNMT
Regulation Of GTPase Activity (GO:0043087)	1/214	0.13985646388250858	0.16256043529200676	0	0	7.140845070422535	14.047032262362464	CDKL5
Protein Polyubiquitination (GO:0000209)	1/226	0.14713346504291233	0.1691273245421915	0	0	6.7558974358974355	12.947104391599886	MYCBP2
Cilium Organization (GO:0044782)	1/228	0.14834072599510653	0.1691273245421915	0	0	6.695696374110471	12.777018739420685	ABLIM1
Apoptotic Process (GO:0006915)	1/228	0.14834072599510653	0.1691273245421915	0	0	6.695696374110471	12.777018739420685	EP300
Positive Regulation Of GTPase Activity (GO:0043547)	1/234	0.15195299456728037	0.17214927865533663	0	0	6.52129415648729	12.28731844955561	CDKL5
Regulation Of Autophagy (GO:0010506)	1/241	0.15614932493311387	0.1757907494530024	0	0	6.328846153846154	11.75230351585194	EP300
Cilium Assembly (GO:0060271)	1/243	0.1573447301563714	0.1760294168624405	0	0	6.275905912269549	11.60613414220436	ABLIM1
Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091)	1/246	0.1591348899679038	0.17692636834940856	0	0	6.198116169544741	11.392156559255088	EP300
Positive Regulation Of Signal Transduction (GO:0009967)	1/266	0.17097933779285224	0.18892161398099105	0	0	5.724528301886792	10.110733794887718	EVC
Plasma Membrane Bounded Cell Projection Assembly (GO:0120031)	1/275	0.17625863173768508	0.19356009252175235	0	0	5.5339696799550815	9.605880420257416	ABLIM1
DNA Metabolic Process (GO:0006259)	1/288	0.18382918534425183	0.2006428303452505	0	0	5.279817743232377	8.94268229031238	ATRX
DNA Repair (GO:0006281)	1/291	0.1855670365724471	0.20131211846344263	0	0	5.224403183023873	8.799666446026235	ATRX
Regulation Of Intracellular Signal Transduction (GO:1902531)	1/297	0.18903243556506683	0.2038361805189576	0	0	5.116943866943867	8.52399269044241	EP300
Organelle Assembly (GO:0070925)	1/322	0.2033247411502647	0.21793490219100226	0	0	4.712437095614666	7.506680761919667	ABLIM1
Protein Modification By Small Protein Conjugation (GO:0032446)	1/364	0.22681042260560194	0.24166110503811158	0	0	4.15829624920534	6.169417778922329	MYCBP2
Phosphorylation (GO:0016310)	1/429	0.2618931413496548	0.2769052898247344	0	0	3.51509705248023	4.709592818982871	CDKL5
Nervous System Development (GO:0007399)	1/433	0.26400303642792794	0.2769052898247344	0	0	3.481837606837607	4.637092781497714	EP300
Protein Ubiquitination (GO:0016567)	1/434	0.2645296344135731	0.2769052898247344	0	0	3.473618759992894	4.619225155480104	MYCBP2
Regulation Of Nucleic Acid-Templated Transcription (GO:1903506)	1/452	0.2739487760453591	0.2850978541402284	0	0	3.331911990448576	4.314206754505804	ATRX
Positive Regulation Of Gene Expression (GO:0010628)	1/480	0.28837837876166705	0.29837994103085785	0	0	3.132648145174241	3.895391098434269	EP300
Protein Phosphorylation (GO:0006468)	1/500	0.29852170306951037	0.3070999129278296	0	0	3.004008016032064	3.631583266325195	CDKL5
Positive Regulation Of Intracellular Signal Transduction (GO:1902533)	1/525	0.31101206428788564	0.31812091147160876	0	0	2.857017028772754	3.3367775438881537	EP300
Protein Modification Process (GO:0036211)	1/711	0.39765738697170083	0.4044356378859912	0	0	2.0884073672806065	1.925855096351157	CDKL5
Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	1/763	0.4200041001902858	0.42474990923198386	0	0	1.940642035130224	1.6834891220376391	EP300
Negative Regulation Of DNA-templated Transcription (GO:0045892)	1/1025	0.5213491128188285	0.5242780404189342	0	0	1.4244290865384615	0.927781059576935	EP300
Regulation Of Gene Expression (GO:0010468)	1/1127	0.5561503719308453	0.5561503719308453	0	0	1.2884273807897253	0.7559416912117293	ATRX
