Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Retinoic acid receptor-mediated signaling	1/30	0.02080301457834001	0.0893199175962863	0	0	52.93633952254642	205.00430545239047	EP300
NF-kappaB activation by non-typeable Hemophilus influenzae	1/31	0.02148947938555657	0.0893199175962863	0	0	51.16923076923077	196.4996601316088	EP300
HIF-2-alpha transcription factor network	1/34	0.023546193825120534	0.0893199175962863	0	0	46.51048951048951	174.35810878919273	EP300
MEF2D role in T cell apoptosis	1/35	0.02423087286505986	0.0893199175962863	0	0	45.14027149321267	167.92757529985917	EP300
Interleukin-2/PI3K pathway	1/35	0.02423087286505986	0.0893199175962863	0	0	45.14027149321267	167.92757529985917	EIF3A
Interleukin-7 signaling pathway	1/35	0.02423087286505986	0.0893199175962863	0	0	45.14027149321267	167.92757529985917	EP300
FRA pathway	1/37	0.025598893875467085	0.0893199175962863	0	0	42.62820512820513	156.2411590204543	EP300
BMAL1-CLOCK/NPAS2 activates circadian expression	1/38	0.026282236384327425	0.0893199175962863	0	0	41.474012474012476	150.91820759135345	EP300
FOXM1 transcription factor network	1/41	0.02832959509733448	0.0893199175962863	0	0	38.35769230769231	136.70099489654157	EP300
Netrin-1 signaling	1/42	0.02901115928584133	0.0893199175962863	0	0	37.4202626641651	132.4705258751648	ABLIM1
HNF3A pathway	1/44	0.030372956185516903	0.0893199175962863	0	0	35.67620751341681	124.65989939397582	EP300
Regulation of transcription by NOTCH1 intracellular domain	1/47	0.03241232681773892	0.0893199175962863	0	0	33.34448160535117	114.34544554475478	EP300
HES/HEY pathway	1/48	0.03309123150218267	0.0893199175962863	0	0	32.633387888707034	111.23047645903023	EP300
Energy metabolism	1/48	0.03309123150218267	0.0893199175962863	0	0	32.633387888707034	111.23047645903023	EP300
FoxO family signaling	1/49	0.03376969386509401	0.0893199175962863	0	0	31.951923076923077	108.25923449477123	EP300
Developmental biology	2/420	0.03388744303978049	0.0893199175962863	0	0	7.8022328548644335	26.408301379015647	ABLIM1;EP300
Translation factors	1/50	0.034447714169871156	0.0893199175962863	0	0	31.298273155416013	105.4223689491126	EIF3A
Androgen receptor regulation of biosynthesis and transcription	1/53	0.036479125395076716	0.0893199175962863	0	0	29.488165680473372	97.63576151436209	EP300
Kit receptor signaling pathway	1/54	0.03715538012271022	0.0893199175962863	0	0	28.93033381712627	95.25736807729457	EP300
TAp63 pathway	1/55	0.037831194118660955	0.0893199175962863	0	0	28.39316239316239	92.97685364985718	EP300
Calcineurin-dependent NFAT signaling role in lymphocytes	1/55	0.037831194118660955	0.0893199175962863	0	0	28.39316239316239	92.97685364985718	EP300
Activation of mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	1/57	0.03918150096867877	0.0893199175962863	0	0	27.376373626373628	88.68714644738452	EIF3A
Pre-NOTCH expression and processing	1/57	0.03918150096867877	0.0893199175962863	0	0	27.376373626373628	88.68714644738452	EP300
Mechanism of gene regulation by peroxisome proliferators via PPAR-alpha	1/57	0.03918150096867877	0.0893199175962863	0	0	27.376373626373628	88.68714644738452	EP300
ATF2 transcription factor network	1/59	0.04053004806447805	0.0893199175962863	0	0	26.42970822281167	84.7260236205579	EP300
HIV genome transcription	1/61	0.04187683751130603	0.0893199175962863	0	0	25.546153846153846	81.05851861588675	RNMT
Circadian rhythm	1/62	0.04254957378370724	0.0893199175962863	0	0	25.12610340479193	79.32525524448647	EP300
Validated nuclear estrogen receptor alpha network	1/64	0.04389373072164962	0.0893199175962863	0	0	24.326007326007325	76.04270426665417	EP300
HIF-1 transcriptional activity in hypoxia	1/66	0.04523613528541748	0.0893199175962863	0	0	23.57514792899408	72.98533526719285	EP300
Retinoblastoma protein regulation	1/66	0.04523613528541748	0.0893199175962863	0	0	23.57514792899408	72.98533526719285	EP300
SIDS susceptibility pathways	1/67	0.04590668109129191	0.0893199175962863	0	0	23.216783216783217	71.53426658516943	EP300
AP-1 transcription factor network	1/70	0.04791569572777685	0.0893199175962863	0	0	22.204013377926422	67.46272365268403	EP300
Long-term potentiation	1/70	0.04791569572777685	0.0893199175962863	0	0	22.204013377926422	67.46272365268403	EP300
Renal cell carcinoma	1/70	0.04791569572777685	0.0893199175962863	0	0	22.204013377926422	67.46272365268403	EP300
Signaling events mediated by HDAC class I	1/70	0.04791569572777685	0.0893199175962863	0	0	22.204013377926422	67.46272365268403	EP300
Cap-dependent translation initiation	1/73	0.04992078172269975	0.0893199175962863	0	0	21.275641025641026	63.76985958511893	EIF3A
Myc repressed pathway	1/73	0.04992078172269975	0.0893199175962863	0	0	21.275641025641026	63.76985958511893	EP300
Signaling by NOTCH1	1/73	0.04992078172269975	0.0893199175962863	0	0	21.275641025641026	63.76985958511893	EP300
Adherens junction cell adhesion	1/74	0.05058827191294091	0.0893199175962863	0	0	20.98314014752371	62.6144353100612	EP300
E2F transcription factor network	1/74	0.05058827191294091	0.0893199175962863	0	0	20.98314014752371	62.6144353100612	EP300
RIG-I/MDA5-mediated induction of interferon-alpha/beta pathways	1/76	0.05192194616352185	0.08962909363284328	0	0	20.42153846153846	60.40719102216577	EP300
Transcriptional regulation of white adipocyte differentiation	1/77	0.05258813073915288	0.08962909363284328	0	0	20.15182186234818	59.35245231348692	EP300
p73 transcription factor network	1/79	0.05391919613024895	0.08962909363284328	0	0	19.633136094674555	57.334033233451834	EP300
Nuclear beta-catenin signaling and target gene transcription regulation	1/80	0.0545840774557414	0.08962909363284328	0	0	19.383641674780915	56.36788314936266	EP300
Regular glucocorticoid receptor pathway	1/82	0.05591253867208649	0.08962909363284328	0	0	18.903133903133902	54.51600716299186	EP300
SMAD2/3 nuclear pathway	1/82	0.05591253867208649	0.08962909363284328	0	0	18.903133903133902	54.51600716299186	EP300
TGF-beta regulation of skeletal system development	1/85	0.057901980842456284	0.08962909363284328	0	0	18.225274725274726	51.92387482596371	EP300
Myc active pathway	1/85	0.057901980842456284	0.08962909363284328	0	0	18.225274725274726	51.92387482596371	EP300
C-Myb transcription factor network	1/85	0.057901980842456284	0.08962909363284328	0	0	18.225274725274726	51.92387482596371	EP300
Androgen receptor signaling, proteolysis, and transcription regulation	1/88	0.05988752968928858	0.09122642977486875	0	0	17.594164456233422	49.53262213559414	EP300
Prostate cancer	1/89	0.06054851533730227	0.09122642977486875	0	0	17.393356643356643	48.77636968918565	EP300
Interferon-gamma signaling pathway	1/97	0.06582088646897687	0.0975586197063637	0	0	15.9375	43.36303795043664	EP300
Wnt signaling pathway and pluripotency	1/98	0.0664779974990266	0.0975586197063637	0	0	15.772402854877082	42.75715849568251	EP300
Melanogenesis	1/101	0.06844675632813549	0.0979048539883457	0	0	15.296923076923077	41.02174509036264	EP300
RNA polymerase II transcription	1/101	0.06844675632813549	0.0979048539883457	0	0	15.296923076923077	41.02174509036264	RNMT
Interleukin-4 signaling pathway	1/104	0.07041165916963193	0.09945646857710512	0	0	14.849141150112024	39.400657913218666	EP300
Cytoplasmic ribosomal proteins	1/108	0.07302554351035095	0.10187514094653899	0	0	14.291157440690151	37.39918712739953	EIF3A
Lipid metabolism regulation by peroxisome proliferator-activated receptor alpha (PPAR-alpha)	1/112	0.07563260165457579	0.10385557918572146	0	0	13.773388773388774	35.561069658685284	EP300
mTOR signaling pathway	1/113	0.0762833015257954	0.10385557918572146	0	0	13.649725274725276	35.124854668215484	EIF3A
HIV life cycle	1/118	0.07953042574340898	0.10535092139941639	0	0	13.063116370808679	33.07078940821261	RNMT
p53 activity regulation	1/118	0.07953042574340898	0.10535092139941639	0	0	13.063116370808679	33.07078940821261	EP300
Signaling by NOTCH	1/119	0.0801785773482284	0.10535092139941639	0	0	12.951760104302478	32.683752572491365	EP300
Notch signaling pathway	1/121	0.08147360937992953	0.10582204436703492	0	0	12.734615384615385	31.931744005669536	EP300
Factors involved in megakaryocyte development and platelet production	1/125	0.08405859584406139	0.1079388787543061	0	0	12.321339950372208	30.510609054520092	EP300
Ubiquitin-mediated proteolysis	1/136	0.09113251933916015	0.11570758073398986	0	0	11.311111111111112	27.09509450732931	HERC1
p53 signaling pathway	1/139	0.09305294778000921	0.11683314554601155	0	0	11.063545150501673	26.271346249500873	EP300
Translation	1/151	0.10069704439153844	0.1250413847938884	0	0	10.172307692307692	23.351944532409746	EIF3A
Fatty acid, triacylglycerol, and ketone body metabolism	1/173	0.11455606142954752	0.1407047276254225	0	0	8.861359570661897	19.199827642632826	EP300
Transcription	1/181	0.1195463399789491	0.14515346486844644	0	0	8.464102564102564	17.97818721267465	RNMT
Huntington's disease	1/184	0.12141095196078043	0.14515346486844644	0	0	8.324085750315259	17.55195237329604	EP300
TGF-beta signaling pathway	1/185	0.12203167400444613	0.14515346486844644	0	0	8.278428093645484	17.413463595089883	EP300
Jak-STAT signaling pathway	1/199	0.13067913499845	0.1529504794310324	0	0	7.687645687645688	15.64443824556026	EP300
HIV infection	1/200	0.1312937743788508	0.1529504794310324	0	0	7.648627754155393	15.529145947074285	RNMT
Messenger RNA processing	1/203	0.1331352721403634	0.15351311991694963	0	0	7.533891850723534	15.191261053858508	RNMT
Gene expression	2/968	0.1451199671882761	0.16564198275025455	0	0	3.281573498964803	6.334075180465448	RNMT;EIF3A
Wnt signaling pathway	1/231	0.15014864241304673	0.1696679659267428	0	0	6.607357859531772	12.528406327177356	EP300
BDNF signaling pathway	1/261	0.1680328383365897	0.18746102107968265	0	0	5.836094674556213	10.409234255697912	ABLIM1
FSH regulation of apoptosis	1/263	0.1692126030984746	0.18746102107968265	0	0	5.790957134468585	10.288210670472179	ABLIM1
Innate immune system	1/319	0.2016221000042087	0.2206448869522414	0	0	4.757619738751814	7.618662543148452	EP300
Pathways in cancer	1/325	0.20502400999987033	0.2206448869522414	0	0	4.668091168091168	7.397188833946267	EP300
Axon guidance	1/325	0.20502400999987033	0.2206448869522414	0	0	4.668091168091168	7.397188833946267	ABLIM1
Protein metabolism	1/442	0.26872984059650723	0.2864761508245785	0	0	3.4092098377812663	4.47986780339165	EIF3A
Cell cycle	1/453	0.2744687628405525	0.28985953458862085	0	0	3.324370319945541	4.29813763053184	EP300
Hemostasis pathway	1/468	0.28222718505593875	0.2952932584381581	0	0	3.2151210673694615	4.06726611626464	EP300
Lipid and lipoprotein metabolism	1/489	0.2929596115619238	0.30371042299538886	0	0	3.0734552332912988	3.7733440693995166	EP300
Disease	1/674	0.3812728652643022	0.3916712161351468	0	0	2.2074522802606014	2.1285137390268476	RNMT
Immune system	1/998	0.5117219314710929	0.5209421464525541	0	0	1.4650875704035182	0.9815704393502916	EP300
Signal transduction	1/1020	0.519579708074957	0.5242188126113405	0	0	1.4317958783120706	0.9374469430008944	EP300
Metabolism	1/1615	0.6924622116491076	0.6924622116491076	0	0	0.8756076637117529	0.3217872265147695	EP300
