Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Radial deviation of finger (HP:0009466)	2/229	0.010848812	0.036058431	0	0	14.50734214	65.62685868	EVC;ATRX
Intrauterine growth retardation (HP:0001511)	2/232	0.011122238	0.036058431	0	0	14.31594203	64.40468486	HIRA;EVC
Hypertensive crisis (HP:0100735)	16-Jan	0.01114544	0.036058431	0	0	102.4153846	460.5338013	HIRA
Truncus arteriosus (HP:0001660)	16-Jan	0.01114544	0.036058431	0	0	102.4153846	460.5338013	HIRA
Hypochromic anemia (HP:0001931)	16-Jan	0.01114544	0.036058431	0	0	102.4153846	460.5338013	ATRX
Seborrheic dermatitis (HP:0001051)	16-Jan	0.01114544	0.036058431	0	0	102.4153846	460.5338013	HIRA
Flat occiput (HP:0005469)	16-Jan	0.01114544	0.036058431	0	0	102.4153846	460.5338013	CDKL5
Epicanthus (HP:0000286)	2/233	0.011214061	0.036058431	0	0	14.25324675	64.00544181	HIRA;ATRX
Splenomegaly (HP:0001744)	2/239	0.01177212	0.036058431	0	0	13.88818565	61.69161573	HIRA;ATRX
Generalized hypopigmentation of hair (HP:0011358)	17-Jan	0.011838189	0.036058431	0	0	96.00961538	425.939424	CDKL5
Facial cleft (HP:0002006)	17-Jan	0.011838189	0.036058431	0	0	96.00961538	425.939424	EVC
Atelectasis (HP:0100750)	17-Jan	0.011838189	0.036058431	0	0	96.00961538	425.939424	HIRA
Cone-shaped epiphyses of the phalanges of the hand (HP:0010230)	17-Jan	0.011838189	0.036058431	0	0	96.00961538	425.939424	EVC
Abnormality of the heme biosynthetic pathway (HP:0010472)	17-Jan	0.011838189	0.036058431	0	0	96.00961538	425.939424	ATRX
Absent speech (HP:0001344)	17-Jan	0.011838189	0.036058431	0	0	96.00961538	425.939424	CDKL5
Abnormality of the alveolar ridges (HP:0006477)	18-Jan	0.012530487	0.036058431	0	0	90.35746606	395.7287162	EVC
Poor eye contact (HP:0000817)	18-Jan	0.012530487	0.036058431	0	0	90.35746606	395.7287162	CDKL5
Blue irides (HP:0000635)	18-Jan	0.012530487	0.036058431	0	0	90.35746606	395.7287162	CDKL5
Inability to walk (HP:0002540)	19-Jan	0.013222334	0.036058431	0	0	85.33333333	369.1390205	CDKL5
Advanced eruption of teeth (HP:0006288)	19-Jan	0.013222334	0.036058431	0	0	85.33333333	369.1390205	EVC
Complete atrioventricular canal defect (HP:0001674)	19-Jan	0.013222334	0.036058431	0	0	85.33333333	369.1390205	EVC
Broad-based gait (HP:0002136)	19-Jan	0.013222334	0.036058431	0	0	85.33333333	369.1390205	CDKL5
Abnormality of the tricuspid valve (HP:0001702)	19-Jan	0.013222334	0.036058431	0	0	85.33333333	369.1390205	HIRA
Uterine leiomyosarcoma (HP:0002891)	20-Jan	0.013913732	0.036058431	0	0	80.83805668	345.5729133	EP300
Leiomyosarcoma (HP:0100243)	20-Jan	0.013913732	0.036058431	0	0	80.83805668	345.5729133	EP300
Broad hallux (HP:0010055)	21-Jan	0.01460468	0.036058431	0	0	76.79230769	324.5560291	EP300
Small hand (HP:0200055)	22-Jan	0.015295178	0.036058431	0	0	73.13186813	305.7071273	CDKL5
Obstructive lung disease (HP:0006536)	22-Jan	0.015295178	0.036058431	0	0	73.13186813	305.7071273	HIRA
Synostosis of carpal bones (HP:0005048)	22-Jan	0.015295178	0.036058431	0	0	73.13186813	305.7071273	EVC
Transitional cell carcinoma of the bladder (HP:0006740)	22-Jan	0.015295178	0.036058431	0	0	73.13186813	305.7071273	EP300
Progressive microcephaly (HP:0000253)	22-Jan	0.015295178	0.036058431	0	0	73.13186813	305.7071273	CDKL5
Cubitus valgus (HP:0002967)	22-Jan	0.015295178	0.036058431	0	0	73.13186813	305.7071273	EVC
Chronic obstructive pulmonary disease (HP:0006510)	22-Jan	0.015295178	0.036058431	0	0	73.13186813	305.7071273	HIRA
Hereditary nonpolyposis colorectal carcinoma (HP:0006716)	23-Jan	0.015985227	0.036058431	0	0	69.8041958	288.7164567	EP300
Impaired social interactions (HP:0000735)	23-Jan	0.015985227	0.036058431	0	0	69.8041958	288.7164567	CDKL5
Abnormality of the epiphyses of the phalanges of the hand (HP:0005920)	23-Jan	0.015985227	0.036058431	0	0	69.8041958	288.7164567	EVC
Abnormal social behavior (HP:0012433)	23-Jan	0.015985227	0.036058431	0	0	69.8041958	288.7164567	CDKL5
Bowel incontinence (HP:0002607)	23-Jan	0.015985227	0.036058431	0	0	69.8041958	288.7164567	HIRA
Bladder neoplasm (HP:0009725)	24-Jan	0.016674827	0.036058431	0	0	66.76588629	273.3298608	EP300
Abnormal large intestine physiology (HP:0012700)	24-Jan	0.016674827	0.036058431	0	0	66.76588629	273.3298608	HIRA
Atrioventricular canal defect (HP:0006695)	24-Jan	0.016674827	0.036058431	0	0	66.76588629	273.3298608	EVC
Abnormality of the antihelix (HP:0009738)	24-Jan	0.016674827	0.036058431	0	0	66.76588629	273.3298608	EVC
Hemivertebrae (HP:0002937)	24-Jan	0.016674827	0.036058431	0	0	66.76588629	273.3298608	ATRX
Bladder carcinoma (HP:0002862)	24-Jan	0.016674827	0.036058431	0	0	66.76588629	273.3298608	EP300
Hyperthyroidism (HP:0000836)	24-Jan	0.016674827	0.036058431	0	0	66.76588629	273.3298608	HIRA
Broad toe (HP:0001837)	25-Jan	0.017363979	0.036058431	0	0	63.98076923	259.3369253	EP300
Microcytic anemia (HP:0001935)	25-Jan	0.017363979	0.036058431	0	0	63.98076923	259.3369253	ATRX
Long eyelashes (HP:0000527)	25-Jan	0.017363979	0.036058431	0	0	63.98076923	259.3369253	EP300
Prominent nose (HP:0000448)	25-Jan	0.017363979	0.036058431	0	0	63.98076923	259.3369253	EP300
Broad thumb (HP:0011304)	25-Jan	0.017363979	0.036058431	0	0	63.98076923	259.3369253	EP300
Abnormality of the epiphyses of the hand (HP:0005924)	26-Jan	0.018052682	0.036058431	0	0	61.41846154	246.5620209	EVC
Narrow palate (HP:0000189)	26-Jan	0.018052682	0.036058431	0	0	61.41846154	246.5620209	EP300
Coxa valga (HP:0002673)	26-Jan	0.018052682	0.036058431	0	0	61.41846154	246.5620209	ATRX
Encephalitis (HP:0002383)	26-Jan	0.018052682	0.036058431	0	0	61.41846154	246.5620209	ATRX
Abnormality involving the epiphyses of the upper limbs (HP:0003839)	27-Jan	0.018740936	0.036058431	0	0	59.05325444	234.8574522	EVC
Aplasia/Hypoplasia of the earlobes (HP:0009906)	27-Jan	0.018740936	0.036058431	0	0	59.05325444	234.8574522	HIRA
Venous insufficiency (HP:0005293)	27-Jan	0.018740936	0.036058431	0	0	59.05325444	234.8574522	HIRA
Generalized myoclonic seizures (HP:0002123)	27-Jan	0.018740936	0.036058431	0	0	59.05325444	234.8574522	CDKL5
Widely spaced teeth (HP:0000687)	27-Jan	0.018740936	0.036058431	0	0	59.05325444	234.8574522	CDKL5
Patellar dislocation (HP:0002999)	28-Jan	0.019428743	0.036058431	0	0	56.86324786	224.098156	HIRA
Malignant gastrointestinal tract tumors (HP:0006749)	28-Jan	0.019428743	0.036058431	0	0	56.86324786	224.098156	EP300
Gastrointestinal carcinoma (HP:0002672)	28-Jan	0.019428743	0.036058431	0	0	56.86324786	224.098156	EP300
Overfolded helix (HP:0000396)	28-Jan	0.019428743	0.036058431	0	0	56.86324786	224.098156	HIRA
Postnatal microcephaly (HP:0005484)	28-Jan	0.019428743	0.036058431	0	0	56.86324786	224.098156	CDKL5
Aplasia/Hypoplasia of the thymus (HP:0010515)	29-Jan	0.020116103	0.036740808	0	0	54.82967033	214.1775585	HIRA
Emphysema (HP:0002097)	30-Jan	0.020803015	0.036740808	0	0	52.93633952	205.0043055	EVC
Hypsarrhythmia (HP:0002521)	30-Jan	0.020803015	0.036740808	0	0	52.93633952	205.0043055	CDKL5
"Intellectual disability, profound (HP:0002187)"	30-Jan	0.020803015	0.036740808	0	0	52.93633952	205.0043055	CDKL5
Carpal synostosis (HP:0009702)	30-Jan	0.020803015	0.036740808	0	0	52.93633952	205.0043055	EVC
Abnormally folded helix (HP:0008544)	30-Jan	0.020803015	0.036740808	0	0	52.93633952	205.0043055	HIRA
Hypertelorism (HP:0000316)	2/328	0.021423852	0.037056661	0	0	10.05112474	38.62898917	HIRA;ATRX
EEG with generalized epileptiform discharges (HP:0011198)	31-Jan	0.021489479	0.037056661	0	0	51.16923077	196.4996601	CDKL5
Acrocyanosis (HP:0001063)	31-Jan	0.021489479	0.037056661	0	0	51.16923077	196.4996601	CDKL5
Broad phalanges of the hand (HP:0009768)	Jan-32	0.022175497	0.037072015	0	0	49.51612903	188.5954142	EP300
Epileptiform EEG discharges (HP:0011182)	Jan-32	0.022175497	0.037072015	0	0	49.51612903	188.5954142	CDKL5
Renal cell carcinoma (HP:0005584)	Jan-32	0.022175497	0.037072015	0	0	49.51612903	188.5954142	EP300
Renal hypoplasia (HP:0000089)	Jan-32	0.022175497	0.037072015	0	0	49.51612903	188.5954142	ATRX
Ptosis (HP:0000508)	2/338	0.022661733	0.037085734	0	0	9.74702381	36.91273524	HIRA;ATRX
Acne (HP:0001061)	Jan-33	0.022861069	0.037085734	0	0	47.96634615	181.2321988	HIRA
Hypoplastic toenails (HP:0001800)	Jan-33	0.022861069	0.037085734	0	0	47.96634615	181.2321988	EVC
Hypoparathyroidism (HP:0000829)	Jan-33	0.022861069	0.037085734	0	0	47.96634615	181.2321988	HIRA
Venous abnormality (HP:0002624)	Jan-34	0.023546194	0.037366786	0	0	46.51048951	174.3581088	HIRA
Broad finger (HP:0001500)	Jan-34	0.023546194	0.037366786	0	0	46.51048951	174.3581088	EP300
Scrotal hypoplasia (HP:0000046)	Jan-34	0.023546194	0.037366786	0	0	46.51048951	174.3581088	ATRX
Synostosis involving bones of the hand (HP:0004278)	Jan-35	0.024230873	0.038156701	0	0	45.14027149	167.9275753	EVC
Hypocalcemia (HP:0002901)	Jan-36	0.024915106	0.038156701	0	0	43.84835165	161.9004351	HIRA
Broad phalanx (HP:0006009)	Jan-36	0.024915106	0.038156701	0	0	43.84835165	161.9004351	EP300
Abnormality of the thymus (HP:0000777)	Jan-36	0.024915106	0.038156701	0	0	43.84835165	161.9004351	HIRA
Male pseudohermaphroditism (HP:0000037)	Jan-36	0.024915106	0.038156701	0	0	43.84835165	161.9004351	ATRX
Postaxial foot polydactyly (HP:0001830)	Jan-37	0.025598894	0.038663157	0	0	42.62820513	156.241159	EVC
Hypotelorism (HP:0000601)	Jan-37	0.025598894	0.038663157	0	0	42.62820513	156.241159	EVC
Uterine neoplasm (HP:0010784)	Jan-38	0.026282236	0.039155168	0	0	41.47401247	150.9182076	EP300
Short ribs (HP:0000773)	Jan-38	0.026282236	0.039155168	0	0	41.47401247	150.9182076	EVC
Open mouth (HP:0000194)	Jan-39	0.026965134	0.039369096	0	0	40.3805668	145.9034914	ATRX
Renal agenesis (HP:0000104)	Jan-39	0.026965134	0.039369096	0	0	40.3805668	145.9034914	ATRX
Broad long bones (HP:0005622)	Jan-39	0.026965134	0.039369096	0	0	40.3805668	145.9034914	EP300
Optic atrophy (HP:0000648)	2/374	0.027359187	0.03967988	0	0	8.787634409	31.62408552	HIRA;ATRX
Stereotypic behavior (HP:0000733)	Jan-42	0.029011159	0.041256129	0	0	37.42026266	132.4705259	CDKL5
Decreased testicular size (HP:0008734)	Jan-42	0.029011159	0.041256129	0	0	37.42026266	132.4705259	ATRX
Microtia (HP:0008551)	Jan-42	0.029011159	0.041256129	0	0	37.42026266	132.4705259	ATRX
Short thorax (HP:0010306)	Jan-43	0.02969228	0.041952318	0	0	36.52747253	128.4623071	EVC
Myelodysplasia (HP:0002863)	Jan-46	0.03173298	0.044548221	0	0	34.08717949	117.6143623	ATRX
Hypoplasia of the maxilla (HP:0000327)	Jan-47	0.032412327	0.045212099	0	0	33.34448161	114.3454455	CDKL5
Convex nasal ridge (HP:0000444)	Jan-49	0.033769694	0.04680736	0	0	31.95192308	108.2592345	EP300
Asthma (HP:0002099)	Jan-51	0.035125293	0.048077744	0	0	30.67076923	102.7113092	HIRA
Thin upper lip vermilion (HP:0000219)	Jan-51	0.035125293	0.048077744	0	0	30.67076923	102.7113092	ATRX
Intestinal malrotation (HP:0002566)	Jan-53	0.036479125	0.049620674	0	0	29.48816568	97.63576151	HIRA
Fine hair (HP:0002213)	Jan-54	0.03715538	0.050228569	0	0	28.93033382	95.25736808	CDKL5
Hydronephrosis (HP:0000126)	Jan-56	0.038506568	0.051420356	0	0	27.87552448	90.78853336	ATRX
Gait ataxia (HP:0002066)	Jan-56	0.038506568	0.051420356	0	0	27.87552448	90.78853336	CDKL5
Hypodontia (HP:0000668)	Jan-57	0.039181501	0.052004538	0	0	27.37637363	88.68714645	EVC
Polycystic kidney dysplasia (HP:0000113)	Jan-59	0.040530048	0.053470365	0	0	26.42970822	84.72602362	HIRA
Autosomal dominant inheritance (HP:0000006)	3/1134	0.041387357	0.054274438	0	0	4.546660236	14.48011182	CDKL5;EVC;EP300
Sporadic (HP:0003745)	Jan-61	0.041876838	0.054589449	0	0	25.54615385	81.05851862	CDKL5
Midface retrusion (HP:0011800)	Jan-62	0.042549574	0.055138205	0	0	25.1261034	79.32525524	ATRX
Prominent forehead (HP:0011220)	Jan-63	0.043221871	0.055354327	0	0	24.71960298	77.65437409	CDKL5
Short foot (HP:0001773)	Jan-63	0.043221871	0.055354327	0	0	24.71960298	77.65437409	CDKL5
Brachycephaly (HP:0000248)	Jan-64	0.043893731	0.055887948	0	0	24.32600733	76.04270427	CDKL5
Narrow forehead (HP:0000341)	Jan-65	0.044565152	0.056090622	0	0	23.94471154	74.48728222	ATRX
Holoprosencephaly (HP:0001360)	Jan-65	0.044565152	0.056090622	0	0	23.94471154	74.48728222	HIRA
"Intellectual disability, mild (HP:0001256)"	Jan-66	0.045236135	0.056288146	0	0	23.57514793	72.98533527	EP300
Cheekbone underdevelopment (HP:0010669)	Jan-66	0.045236135	0.056288146	0	0	23.57514793	72.98533527	HIRA
Myoclonus (HP:0001336)	Jan-67	0.045906681	0.056799792	0	0	23.21678322	71.53426659	CDKL5
Postnatal growth retardation (HP:0008897)	Jan-68	0.04657679	0.056985011	0	0	22.86911596	70.13164168	ATRX
Kyphoscoliosis (HP:0002751)	Jan-68	0.04657679	0.056985011	0	0	22.86911596	70.13164168	ATRX
Short distal phalanx of finger (HP:0009882)	Jan-69	0.047246461	0.057483194	0	0	22.53167421	68.77517599	EVC
Dandy-Walker malformation (HP:0001305)	Jan-72	0.049252856	0.059265799	0	0	21.57638137	64.96190853	EVC
Microdontia (HP:0000691)	Jan-72	0.049252856	0.059265799	0	0	21.57638137	64.96190853	EVC
Narrow chest (HP:0000774)	Jan-73	0.049920782	0.059741263	0	0	21.27564103	63.76985959	EVC
